bersih	B-SENTIMENT
,	O
ramah	B-SENTIMENT
.	O
tentu	O
saja	O
harga	B-ASPECT
terhangkau	B-SENTIMENT
murah	B-SENTIMENT
meriah	I-SENTIMENT
.	O

nyaman	B-SENTIMENT
,	O
pelayanan	B-ASPECT
ramah	B-SENTIMENT
,	O
bersih	B-SENTIMENT
.	O

kamar	B-ASPECT
baik	B-SENTIMENT
dan	O
ok	B-SENTIMENT
,	O
dekat	O
dengan	O
jatimpark	O
.	O

pelayanan	B-ASPECT
oke	B-SENTIMENT
.	O

tidak	B-SENTIMENT
ada	I-SENTIMENT
tisu	B-ASPECT
,	O
wifi	B-ASPECT
harus	B-SENTIMENT
diminta	I-SENTIMENT
dulu	I-SENTIMENT
,	O
tengah	O
malam	O
kebangun	O
karena	O
token	O
listrik	O
kamar	O
habis	O
,	O
dan	O
harus	O
di	O
beri	O
tahu	O
dulu	O
baru	O
nyadar	O
.	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
cermin	B-ASPECT
.	O

tidak	B-SENTIMENT
adda	I-SENTIMENT
hanger	B-ASPECT
nya	I-ASPECT
sama	O
sekali	O
,	O
susah	O
untuk	O
gantung	O
pakaian	O
di	O
lemari	O
.	O

bantalnya	B-ASPECT
enak	B-SENTIMENT
.	O
kamarnya	B-ASPECT
dingin	B-SENTIMENT
.	O
keset	B-ASPECT
tidak	B-SENTIMENT
ada	I-SENTIMENT
lagi	O
nha	O
.	O

pelayanannya	B-ASPECT
cepat	B-SENTIMENT
.	O
saya	O
pas	O
kesitu	O
lagi	O
ada	O
renovasi	O
.	O

kamar	B-ASPECT
hotel	I-ASPECT
gelap	B-SENTIMENT
terutama	O
di	O
dalam	O
kamar	O
mandi	O
.	O
dalam	O
kamar	B-ASPECT
ada	B-SENTIMENT
semut	I-SENTIMENT
.	O

sangat	B-SENTIMENT
kecewa	I-SENTIMENT
,	O
wc	B-ASPECT
nya	I-ASPECT
kotor	B-SENTIMENT
banget	I-SENTIMENT
,	O
tidak	B-SENTIMENT
layak	I-SENTIMENT
pakai	I-SENTIMENT
dan	O
tv	B-ASPECT
runyem	B-SENTIMENT
,	O
dan	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
makanan	B-ASPECT
snack	I-ASPECT
nya	I-ASPECT
dan	O
gaada	B-SENTIMENT
paket	B-ASPECT
sabun	I-ASPECT
,	O
samponya	B-ASPECT
.	O

kamarnya	B-ASPECT
standar	B-SENTIMENT
dengan	O
harga	B-ASPECT
yang	O
murah	B-SENTIMENT
meriah	I-SENTIMENT
.	O
jadi	O
bagus	O
untuk	O
backpacker	O
iya	O
.	O
ditambah	O
bagi	O
yang	O
mau	O
ke	O
nusa	O
lembongan	O
atau	O
nusa	O
penida	O
tinggal	O
jalan	O
ke	O
tempat	O
tiketnya	O
.	O

lokasi	B-ASPECT
sulit	B-SENTIMENT
sekali	I-SENTIMENT
dicari	I-SENTIMENT
,	O
namanya	O
juga	O
beda	O
.	O

tempat	B-ASPECT
nyaman	B-SENTIMENT
,	O
akses	B-ASPECT
gampang	B-SENTIMENT
,	O
petugas	B-ASPECT
ramah	B-SENTIMENT
,	O
dapat	B-SENTIMENT
sarapan	B-ASPECT
.	O

pelayanan	B-ASPECT
ramah	B-SENTIMENT
customer	B-ASPECT
pelayanan	I-ASPECT
ramah	B-SENTIMENT
.	O
cuma	O
bantal	B-ASPECT
kecil	I-ASPECT
agak	B-SENTIMENT
bau	I-SENTIMENT
dan	O
selimutnya	B-ASPECT
juga	O
,	O
pintu	O
kamar	O
.	O

sarapan	B-ASPECT
nya	I-ASPECT
untuk	O
lauknya	O
porsinya	O
terlalu	B-SENTIMENT
sedikit	I-SENTIMENT
,	O
saluran	B-ASPECT
televisi	I-ASPECT
tidak	B-SENTIMENT
jelas	I-SENTIMENT
dan	O
buram	B-SENTIMENT
,	O
untuk	O
kondisi	O
kamar	B-ASPECT
bersih	B-SENTIMENT
dan	O
bagus	B-SENTIMENT
.	O

bagus	B-SENTIMENT
semua	B-ASPECT
kok	O
.	O

kamarnya	B-ASPECT
luas	B-SENTIMENT
,	O
pegawainya	B-ASPECT
ramahramah	B-SENTIMENT
sekali	I-SENTIMENT
dan	O
sangat	B-SENTIMENT
membantu	I-SENTIMENT
.	O
lokasinya	O
juga	O
dekat	O
kalau	O
mau	O
pergi	O
kemanakemana	O
.	O
sarapannya	B-ASPECT
juga	O
enak	B-SENTIMENT
,	O
puas	B-SENTIMENT
sekali	I-SENTIMENT
menginap	O
disini	O
.	O
kalau	O
ke	O
cirebon	O
lagi	O
pasti	O
bakal	O
balik	O
lagi	O
inap	O
disini	O
.	O

kamarnya	B-ASPECT
bersih	B-SENTIMENT
dan	O
nyaman	B-SENTIMENT
,	O
pegawainya	B-ASPECT
juga	O
rajin	B-SENTIMENT
senyum	I-SENTIMENT
.	O
pokoknya	O
puas	B-SENTIMENT
menginap	O
di	O
hotel	O
istanaku	O
.	O
jempol	O
3	O
deh	O
.	O

pngen	O
kembali	O
lagi	O
buat	O
menginap	O
.	O

pemanas	O
airnya	O
bisa	O
dpake	O
siang	O
dan	O
sore	O
saja	O
,	O
pg	O
sama	O
malam	O
airnya	O
dingin	O
.	O

kamar	B-ASPECT
kotor	B-SENTIMENT
,	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
tempat	B-ASPECT
sampah	I-ASPECT
,	O
sabun	B-ASPECT
di	O
kakar	O
mandi	O
habis	B-SENTIMENT
,	O
shower	B-ASPECT
tidak	B-SENTIMENT
mengalir	I-SENTIMENT
kencang	I-SENTIMENT
.	O

pelayanan	B-ASPECT
resepsionis	I-ASPECT
kurang	B-SENTIMENT
.	O
selebihnya	B-ASPECT
oke	B-SENTIMENT
.	O

pelayanannya	B-ASPECT
sudah	O
oke	B-SENTIMENT
.	O
kurangnya	O
air	B-ASPECT
hangatnya	I-ASPECT
tidak	B-SENTIMENT
hidup	I-SENTIMENT
.	O

pegawai	B-ASPECT
kurang	B-SENTIMENT
ramah	I-SENTIMENT
.	O

pelayanan	B-ASPECT
manajemen	I-ASPECT
hotelnya	I-ASPECT
sangat	B-SENTIMENT
sangat	I-SENTIMENT
buruk	I-SENTIMENT
dan	O
jelek	B-SENTIMENT
.	O

bagus	B-SENTIMENT
.	O
parkiran	O
di	O
depan	O
kamar	O
memudahkan	O
orang	O
saat	O
pergi	O
dan	O
lelah	O
bisa	O
langsung	O
menuju	O
kamar	O
.	O

kamar	B-ASPECT
bersih	B-SENTIMENT
.	O
murah	B-SENTIMENT
.	O
karyawan	B-ASPECT
ramahramah	B-SENTIMENT
.	O
thank	O
you	O
.	O

air	B-ASPECT
showernya	I-ASPECT
kecil	B-SENTIMENT
banget	I-SENTIMENT
.	O
mandinya	O
jadi	O
kesel	O
.	O
tidak	B-SENTIMENT
dapat	I-SENTIMENT
handuk	B-ASPECT
.	O
ada	O
kecoak	O
kecil	O
dari	O
balik	O
tempat	O
tidur	O
.	O

sangat	B-SENTIMENT
baik	I-SENTIMENT
pelayanan	B-ASPECT
nya	I-ASPECT
.	O

sarapan	B-ASPECT
pagi	I-ASPECT
standar	B-SENTIMENT
.	O

lagi	O
siap	O
pulang	O
sudah	O
di	O
ketokketok	O
sama	O
masnya	B-ASPECT
yang	O
nanyanya	O
kurang	B-SENTIMENT
ramah	I-SENTIMENT
.	O
dan	O
handuk	B-ASPECT
cuma	B-SENTIMENT
di	I-SENTIMENT
kasih	I-SENTIMENT
satu	I-SENTIMENT
,	O
pintu	B-ASPECT
kamar	I-ASPECT
mandi	I-ASPECT
tidak	B-SENTIMENT
bisa	I-SENTIMENT
ke	I-SENTIMENT
tutup	I-SENTIMENT
.	O

bagus	B-SENTIMENT
,	O
keren	B-SENTIMENT
.	O

kamar	B-ASPECT
mandi	I-ASPECT
tersumbat	B-SENTIMENT
tidak	B-SENTIMENT
ada	I-SENTIMENT
handuk	B-ASPECT
sama	O
sabun	B-ASPECT
.	O

kebersihan	B-ASPECT
kamar	I-ASPECT
masih	O
jelek	B-SENTIMENT
.	O

nyaman	B-SENTIMENT
sekali	I-SENTIMENT
,	O
betah	O
dan	O
rekomended	B-SENTIMENT
kalau	O
ke	O
surabaya	O
dst.	O
.	O

bagus	B-SENTIMENT
cantik	B-SENTIMENT
kamarnya	B-ASPECT
pelayanan	B-ASPECT
bagus	B-SENTIMENT
.	O

airnya	B-ASPECT
asin	B-SENTIMENT
.	O
selebih	B-ASPECT
nya	I-ASPECT
oke	B-SENTIMENT
sih	O
.	O

kolam	O
renang	O
nya	O
dimana	O
sih	O
?	O

recomended	B-SENTIMENT
,	O
bakal	O
inap	O
kesini	O
lagi	O
kalau	O
ke	O
bali	O
.	O

semua	B-ASPECT
oke	B-SENTIMENT
cuma	O
selimutnya	B-ASPECT
saja	O
kecil	B-SENTIMENT
dan	O
jendela	B-ASPECT
kotor	B-SENTIMENT
.	O

tempatnya	B-ASPECT
bersih	B-SENTIMENT
hanya	O
saja	O
acnya	B-ASPECT
kurang	B-SENTIMENT
dingin	I-SENTIMENT
.	O

fasilitas	B-ASPECT
,	O
kamar	B-ASPECT
,	O
kebersihan	B-ASPECT
,	O
wi	B-ASPECT
fi	I-ASPECT
,	O
bathroom	B-ASPECT
,	O
lokasi	B-ASPECT
,	O
semuanya	B-ASPECT
istimewa	B-SENTIMENT
!	O

nyaman	B-SENTIMENT
bersih	B-SENTIMENT
dan	O
luar	B-SENTIMENT
biasa	I-SENTIMENT
.	O
pelayanan	B-ASPECT
lebih	O
dari	O
hotel	O
.	O

bersih	B-SENTIMENT
dan	O
rapi	B-SENTIMENT
.	O

tv	O
nya	O
bukan	O
pakai	O
tv	O
cabel	O
,	O
terus	O
kamar	B-ASPECT
mandinya	I-ASPECT
kurang	B-SENTIMENT
bersih	I-SENTIMENT
.	O

sikat	B-ASPECT
gigi	I-ASPECT
tidak	B-SENTIMENT
ada	I-SENTIMENT
,	O
sabun	B-ASPECT
tidak	B-SENTIMENT
ada	I-SENTIMENT
,	O
pintu	B-ASPECT
tidak	B-SENTIMENT
bisa	I-SENTIMENT
dikunci	I-SENTIMENT
,	O
kamar	B-ASPECT
berisik	B-SENTIMENT
terdengar	O
suara	O
kendaraa	O
,	O
tidak	B-SENTIMENT
sesuai	I-SENTIMENT
ekspektasi	I-SENTIMENT
dan	O
review	O
.	O

tombol	B-ASPECT
lampu	I-ASPECT
utama	O
tidak	B-SENTIMENT
berfungsi	I-SENTIMENT
,	O
harus	O
dari	O
ncbi	O
mesin	O
air	B-ASPECT
panas	I-ASPECT
kurang	B-SENTIMENT
bagus	I-SENTIMENT
(	O
stelan	O
pengatur	O
suhu	O
)	O
nya	O
.	O

sayang	O
parkirannya	B-ASPECT
kecil	B-SENTIMENT
hanya	O
muat	O
5	O
6	O
mobil	O
saja	O
.	O

lokasi	O
dekat	O
,	O
sarapan	B-ASPECT
enak	B-SENTIMENT
,	O
kebersihan	B-ASPECT
cukup	B-SENTIMENT
.	O

kamar	B-ASPECT
nya	I-ASPECT
menakutkn	B-SENTIMENT
.	O
snacknya	B-ASPECT
deh	O
exp	B-SENTIMENT
.	O

saya	O
tidak	B-SENTIMENT
menyukai	I-SENTIMENT
kebersihan	B-ASPECT
kamar	I-ASPECT
mandi	I-ASPECT
dikarenakan	O
pada	O
saat	O
saya	O
masuk	O
ke	O
dalamnya	O
,	O
terdapat	O
kecoak	O
mati	O
di	O
toilet	O
dan	O
di	O
bawah	O
shower	O
,	O
kebersihan	B-ASPECT
seprai	I-ASPECT
juga	O
perlu	B-SENTIMENT
diperhatikan	I-SENTIMENT
.	O

kasur	B-ASPECT
empuk	B-SENTIMENT
overall	B-ASPECT
oke	B-SENTIMENT
semua	O
.	O
saran	O
saya	O
tv	O
nya	O
dari	O
tab	O
.	O

pelayanan	B-ASPECT
baik	B-SENTIMENT
.	O
tetapi	O
saluran	O
air	O
di	O
wc	O
agar	O
diperbaiki	O
.	O

keren	B-SENTIMENT
,	O
kamar	B-ASPECT
luas	B-SENTIMENT
dan	O
nyaman	B-SENTIMENT
,	O
thank	O
you	O
airy	O
.	O

kebersihsn	B-ASPECT
dan	O
pelyanan	B-ASPECT
cukup	B-SENTIMENT
baik	I-SENTIMENT
.	O

sebaiknya	O
kamar	O
di	O
lantai	O
1	O
dan	O
2	O
karena	O
tidak	O
adanya	O
lift	O
.	O
terima	O
kasih	O
.	O

lumayan	B-SENTIMENT
lah	O
untuk	O
penginapan	O
saja	O
,	O
oke	B-SENTIMENT
punya	O
.	O

cukup	B-SENTIMENT
ramah	I-SENTIMENT
pelayanan	B-ASPECT
nya	I-ASPECT
baik	B-SENTIMENT
karena	O
menyediakan	O
pemesanan	O
makanan	O
minuman	O
,	O
namun	O
perlu	B-SENTIMENT
diperbaiki	I-SENTIMENT
dari	O
segi	O
fasilitas	B-ASPECT
kamar	I-ASPECT
seperti	O
stopkontak	O
nya	O
di	O
tambah	O
,	O
air	B-ASPECT
hangatnya	I-ASPECT
kadang	B-SENTIMENT
tidak	I-SENTIMENT
berfungsi	I-SENTIMENT
maka	O
perlu	O
di	O
cek	O
berkala	O
.	O

not	B-SENTIMENT
recommended	I-SENTIMENT
,	O
kamar	B-ASPECT
lembab	B-SENTIMENT
pengap	B-SENTIMENT
,	O
kamar	B-ASPECT
mandi	I-ASPECT
kotor	B-SENTIMENT
,	O
shower	B-ASPECT
rusak	B-SENTIMENT
,	O
mati	O
lampu	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
genset	B-ASPECT
,	O
staf	B-ASPECT
kurang	B-SENTIMENT
ramah	I-SENTIMENT
.	O

kamar	B-ASPECT
bersih	B-SENTIMENT
dengan	O
ac	B-ASPECT
yang	O
dingin	B-SENTIMENT
.	O

lokasi	B-ASPECT
mudah	B-SENTIMENT
di	I-SENTIMENT
cari	I-SENTIMENT
tetapi	O
sayang	O
ruangannya	O
ada	O
cat	O
yang	O
terkelupas	O
,	O
jadi	O
jelek	O
.	O

kamar	B-ASPECT
lampu	I-ASPECT
redup	B-SENTIMENT
,	O
selimut	B-ASPECT
sangat	B-SENTIMENT
tipis	I-SENTIMENT
,	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
meja	B-ASPECT
di	O
kamar	O
312	O
,	O
air	B-ASPECT
hangat	I-ASPECT
panas	I-ASPECT
tidak	B-SENTIMENT
nyala	I-SENTIMENT
.	O
sangat	B-SENTIMENT
tidak	I-SENTIMENT
recommended	I-SENTIMENT
.	O
terima	O
kasih	O
.	O

bersih	B-SENTIMENT
rapi	B-SENTIMENT
pelayana	B-ASPECT
ramah	B-SENTIMENT
,	O
parkir	B-ASPECT
mudah	B-SENTIMENT
.	O

kamar	B-ASPECT
bersih	B-SENTIMENT
.	O
nyaman	B-SENTIMENT
.	O
tenang	B-SENTIMENT
.	O
pelayanan	B-ASPECT
ramah	B-SENTIMENT
.	O
next	O
time	O
akan	O
kembali	O
lagi	O
.	O
rekomendedd	B-SENTIMENT
.	O
terimakasih	O
airyrooms	O
.	O

saya	O
tidak	O
jadi	O
menginap	O
.	O

terima	O
kasih	O
untuk	O
dompet	B-ASPECT
tempat	I-ASPECT
sabun	I-ASPECT
mandi	I-ASPECT
lucu	B-SENTIMENT
dan	O
berkesan	B-SENTIMENT
.	O
lain	O
waktu	O
saya	O
bakal	O
ksini	O
lagi	O
.	O

oke	B-SENTIMENT
.	O
air	B-ASPECT
panas	I-ASPECT
nya	I-ASPECT
tidak	B-SENTIMENT
berfungsi	I-SENTIMENT
.	O

semua	B-ASPECT
baik	B-SENTIMENT
cuma	O
kebersihan	B-ASPECT
di	B-SENTIMENT
tingkatkan	I-SENTIMENT
lagi	I-SENTIMENT
.	O

resepsionis	B-ASPECT
yang	O
kurang	B-SENTIMENT
ramah	I-SENTIMENT
,	O
dan	O
bantal	B-ASPECT
yang	O
ada	O
tulisan	O
airynya	O
kotor	B-SENTIMENT
banget	I-SENTIMENT
.	O

kamar	B-ASPECT
kotor	B-SENTIMENT
bau	B-SENTIMENT
,	O
ada	O
bekas	O
handuk	O
orng	O
(	O
kamar	O
gavdi	O
bersihkan	O
)	O
,	O
banyak	O
kecoak	O
dan	O
nyamuk	O
,	O
ranjang	B-ASPECT
kotor	B-SENTIMENT
,	O
pesan	O
yang	O
1	O
ranjang	O
besar	O
di	O
kasih	O
yang	O
twin	O
bed	O
,	O
